uid;cutlery_grouped_uid;tips_grouped_uid;order_grouped_uid
878867;3;63;445
339733;3;72;458
836968;4;60;567
529356;2;47;618
281359;3;50;411
795416;3;68;703
807730;3;54;480
825245;4;46;573
811013;4;81;656
196593;3;54;446
151606;3;56;425
947890;4;77;667
201053;3;40;950
312359;4;65;420
718838;3;54;402
418178;3;30;475
579758;3;70;624
682347;1;53;766
809085;3;43;671
522593;4;72;353
994371;3;68;573
214000;3;35;706
475603;4;65;508
208623;3;52;533
346921;3;53;664
303625;3;50;580
851016;2;45;862
310187;3;67;461
924495;4;83;730
594719;2;54;560
786918;2;57;519
640052;2;50;873
382789;3;65;579
178379;4;68;540
196755;4;68;639
838322;3;63;416
566030;3;67;608
811177;3;67;479
887684;3;62;412
356273;3;65;722
473962;2;40;640
226031;4;67;396
993882;3;30;550
869638;3;10;458
869752;2;50;711
379156;3;67;576
322603;4;77;770
317674;4;45;506
702239;4;79;743
642865;3;48;428
589558;3;65;718
423425;2;25;598
414428;3;67;606
295233;4;35;742
917558;3;10;741
290184;2;53;689
343968;1;45;588
193250;2;30;517
685514;4;80;722
547365;4;83;611
663843;3;50;499
296585;3;68;620
743972;4;50;487
737569;3;63;608
414670;4;68;456
612065;4;50;570
725681;3;54;429
978063;2;47;785
281572;3;81;493
982194;3;50;501
379823;3;70;680
835531;2;30;739
367915;2;57;802
329681;4;35;868
589552;2;65;620
170868;4;83;703
931084;3;67;713
746358;4;76;599
609728;4;80;622
954361;3;35;545
123791;4;35;557
206897;1;30;615
249254;3;50;724
252423;2;65;500
947629;3;63;673
238384;3;57;619
427642;3;45;673
328218;3;58;586
620364;3;50;520
132543;3;50;714
380071;3;35;748
326491;3;68;631
387210;3;50;519
481006;3;70;714
671420;2;50;435
517627;4;56;576
514031;3;65;650
235118;4;68;442
722588;2;50;447
607086;3;65;552
809580;3;52;425
235595;4;83;551
343656;5;65;458
862334;3;30;940
343233;3;67;434
596864;4;58;537
855067;3;50;636
409329;3;68;764
287920;3;52;459
410805;4;50;621
963630;2;30;868
589114;2;30;644
527406;1;30;585
226974;2;68;701
267274;2;35;730
247419;3;56;502
636902;3;35;747
271898;4;81;580
618023;2;47;858
244128;4;67;577
155371;3;57;655
444104;3;43;446
359841;3;40;556
472863;3;63;686
182459;3;52;596
574304;3;76;629
463137;3;73;552
804389;3;35;513
257364;2;10;548
733293;3;79;905
310325;3;53;720
504558;3;35;668
536944;4;68;594
408671;4;63;639
360607;4;54;408
252313;4;48;562
582825;3;73;571
843070;4;83;690
392538;3;84;742
400127;3;68;573
733856;3;57;786
774745;2;56;547
131314;3;65;669
421585;2;43;751
672288;2;35;878
151694;4;68;569
659930;4;70;746
676371;3;20;755
992415;4;68;623
165971;4;80;532
149986;4;35;537
436657;3;47;554
318776;3;70;589
897441;4;68;541
677552;4;68;701
103759;4;56;509
712745;4;83;486
841414;5;79;498
991966;4;79;687
757336;3;87;705
363929;4;10;734
771450;3;30;612
590086;3;30;502
924755;2;70;420
157234;3;52;469
148957;3;68;719
335076;2;60;695
368220;3;72;410
949563;4;48;647
557471;3;53;682
197994;3;47;789
853659;3;67;492
444705;3;68;402
494220;4;81;656
922602;3;52;586
195586;2;70;597
360003;4;67;591
269394;4;70;545
687061;4;40;510
262083;2;60;560
499303;3;57;459
260775;3;48;553
953749;4;30;662
389039;4;68;656
957221;3;48;443
846989;4;65;638
509395;4;70;611
870391;3;81;598
132558;4;67;727
828849;4;79;770
240164;4;62;690
712598;3;35;555
735714;3;63;695
850898;3;67;633
198766;3;48;568
644737;3;50;544
680036;3;68;681
618574;2;43;636
242088;4;79;754
890120;4;65;441
166717;4;70;438
199355;4;84;677
790184;4;63;788
232183;1;50;672
507369;3;43;674
408316;3;47;705
324726;3;53;553
574722;3;68;679
389497;3;50;763
932052;3;52;556
514962;3;53;456
810902;3;81;682
156982;4;50;636
153709;3;54;471
965335;4;52;456
824493;2;30;790
423712;4;63;571
910366;4;65;601
299614;4;81;683
770449;3;52;591
798175;3;65;654
173579;3;30;457
483962;4;48;498
772487;4;79;607
839821;3;76;505
102346;3;43;663
759594;4;77;729
234398;2;50;775
618347;4;63;641
268853;3;50;664
691082;4;73;588
641571;2;10;586
400106;4;80;488
349872;3;52;415
942756;4;53;700
436497;4;60;564
266883;2;35;555
252736;1;47;624
755053;4;81;595
542226;4;52;630
284840;4;10;925
844326;4;73;422
218169;3;80;665
184299;2;47;713
943657;3;63;484
384703;3;50;611
919554;3;30;443
226043;3;70;532
981938;2;57;545
885122;3;65;673
325296;3;63;618
219365;3;68;642
186165;1;50;602
167153;4;79;788
140304;3;50;535
295645;4;65;638
595766;2;65;740
138760;4;54;571
904293;3;48;418
824667;4;65;502
843020;3;43;739
329339;4;60;563
810999;3;50;391
114387;4;63;649
126479;4;83;794
231728;3;40;675
805732;3;30;686
562979;3;56;501
560367;3;52;504
810746;4;57;584
834289;3;58;701
514947;1;45;489
119318;3;65;621
832144;3;53;817
532556;4;53;845
833410;3;43;630
220222;2;35;448
906376;4;79;697
450561;4;60;524
895876;3;30;498
557021;4;43;784
137086;3;63;531
602725;3;46;562
574496;4;67;653
349881;3;68;498
221211;3;48;504
899089;3;48;599
397791;1;10;750
410712;3;50;462
265998;2;47;423
809522;4;10;823
804273;4;70;561
946028;4;77;767
602640;3;48;631
209064;3;81;557
672718;4;54;454
141941;2;70;486
969308;3;53;534
682652;3;75;554
655385;3;25;625
819311;2;58;465
817729;2;35;585
258864;3;52;474
330689;2;40;347
444150;3;70;615
331446;2;43;676
555099;4;65;549
960790;3;68;599
178175;2;43;700
213998;3;50;419
483571;2;25;782
480602;4;79;706
620719;3;46;481
528133;3;30;690
523317;3;68;632
104696;3;70;718
636369;2;47;580
204192;2;10;560
631509;2;50;686
245176;3;81;637
680804;3;35;690
171488;2;45;848
539028;2;50;582
512384;2;60;735
663946;4;20;709
947542;4;63;474
151301;4;62;604
670525;1;20;831
708138;3;52;404
905753;4;63;499
252550;2;60;661
678471;4;53;595
169801;3;58;497
296407;4;40;673
936079;3;79;648
938602;3;35;675
662499;2;40;493
116249;3;63;690
135866;4;68;739
440996;4;77;553
759078;4;45;686
652704;3;45;717
420833;4;10;560
936594;1;30;829
202817;4;48;557
174747;4;79;544
299273;2;30;877
839754;4;70;476
884203;4;35;652
754715;2;35;592
730510;3;67;489
506964;2;50;733
193198;2;10;544
587008;4;83;575
813684;3;68;476
792425;4;65;532
719817;2;40;747
921170;3;54;435
439986;3;65;545
423124;3;52;465
327619;2;30;485
551605;4;68;713
982962;3;67;491
187784;3;70;611
107191;4;65;543
372795;3;60;548
806491;4;60;748
459715;4;67;495
962651;3;52;467
802480;3;53;735
236902;2;50;560
959216;2;53;718
976306;3;52;494
138953;4;56;591
271699;3;54;663
641315;4;10;593
679048;3;58;640
379907;2;50;575
428733;3;30;313
968150;3;60;610
533519;3;70;534
594726;1;25;504
405086;3;63;609
822979;3;70;602
223899;4;63;892
952551;3;53;586
494719;4;65;456
674072;3;35;415
797988;3;53;676
554658;3;70;681
683383;3;52;520
527825;4;68;524
514807;3;52;329
865696;4;52;326
455441;4;56;504
371209;4;50;677
398427;4;53;857
259077;2;53;737
955390;2;43;648
228032;3;25;423
507487;4;68;457
641581;3;20;786
893690;3;53;635
428011;3;68;561
548606;3;50;455
245053;3;58;586
916360;3;30;889
302872;3;50;690
981906;3;56;540
784527;4;40;840
294445;4;79;656
319769;5;81;520
476575;3;84;694
382492;3;68;689
661848;4;50;542
540146;4;86;778
728223;4;63;464
944668;2;53;702
196702;2;50;581
473765;4;60;456
404544;3;60;703
775350;4;68;480
850646;2;47;599
292400;3;73;765
882442;3;20;567
368503;3;60;817
576738;3;60;550
489861;2;50;506
541886;3;50;704
991703;4;60;731
246363;2;63;719
906949;4;68;496
933489;3;65;488
434349;2;50;741
821835;3;54;645
174053;4;30;522
940869;3;73;580
585013;4;67;500
939105;2;30;506
804729;2;50;444
635602;2;35;515
551593;3;65;627
663977;2;58;555
279491;2;60;454
462053;3;67;567
346159;2;47;479
675020;3;52;690
977908;2;47;615
574062;3;60;692
336085;2;10;589
195096;3;81;632
377206;4;68;488
299600;2;50;698
527869;3;56;537
962684;3;55;663
731177;3;54;510
304050;4;80;808
902062;3;30;506
117066;4;83;684
154130;4;65;550
268841;3;65;685
892691;3;30;524
610651;3;25;564
740858;4;52;491
690350;4;50;688
161716;3;52;477
884467;3;54;562
753589;4;52;517
808425;4;79;649
748186;4;63;507
832216;3;68;798
641715;3;52;571
670702;4;67;677
177322;4;20;711
843618;4;50;449
232742;3;60;540
546540;3;80;690
272676;3;67;568
390527;4;68;456
233937;2;20;422
820241;3;65;668
706538;4;63;449
938200;4;60;602
635810;3;70;486
358870;2;30;607
146574;1;47;772
497713;4;83;731
717127;3;67;528
507894;2;53;770
878367;3;35;537
713165;2;43;604
804541;4;54;384
246422;4;80;594
155567;4;70;470
121564;3;20;673
463497;3;10;865
707330;3;63;465
721416;2;68;772
709840;4;52;545
584944;3;50;453
749853;2;53;547
522103;4;70;521
140570;3;63;730
819835;2;25;647
127428;4;83;799
333925;4;47;625
245326;4;58;558
628539;1;20;537
510024;4;35;481
839633;4;67;446
288792;3;48;570
562419;3;46;433
691626;3;47;486
123442;2;40;577
613728;3;63;725
831020;4;50;465
594389;3;57;574
811776;4;63;577
337439;4;81;764
895971;4;40;349
800675;5;80;518
399731;2;68;669
890460;2;53;808
189749;3;80;719
879885;3;83;693
619730;2;45;660
620969;1;20;856
511923;4;56;487
489816;4;62;593
983606;4;30;435
957817;3;50;492
425262;3;83;618
139558;2;57;547
782964;2;53;753
898956;4;73;650
639765;3;35;761
673005;3;60;489
253209;4;58;470
531624;1;10;568
985107;3;54;467
262718;4;63;567
565983;4;47;617
513371;3;52;540
771206;3;65;669
808896;4;70;586
980010;3;52;576
272595;4;70;406
774055;4;65;421
663699;3;63;674
265940;5;83;628
374838;4;35;766
405279;4;65;454
896715;2;47;668
215941;3;68;797
407178;4;83;628
493449;2;58;622
201959;2;47;567
308785;4;80;573
698517;4;50;516
433617;3;45;872
945676;3;53;701
352997;3;30;735
716001;3;40;743
243075;2;40;604
433172;3;53;786
484207;4;68;550
907133;3;53;590
589268;3;53;566
188906;3;80;598
228837;4;70;608
125136;2;58;423
764770;3;68;706
437871;3;77;643
369232;4;57;664
767655;3;47;644
711925;3;76;755
233630;4;83;757
708692;4;47;764
710098;4;79;770
578359;3;53;650
360086;3;63;542
999966;4;77;809
402583;4;84;590
567468;2;35;596
361102;4;81;846
229953;4;25;620
430987;3;84;581
620386;3;54;448
900528;3;73;805
368295;2;53;575
552432;4;52;461
990726;3;30;423
969657;4;65;708
668064;2;53;580
978638;4;10;291
344939;3;54;719
606530;4;80;811
343896;3;54;584
126665;2;57;719
691506;2;35;732
270669;3;63;800
118453;3;57;880
898131;4;65;647
795706;4;83;656
364548;4;79;698
435527;3;83;632
922659;3;58;649
510637;4;52;570
200238;3;48;632
161848;3;56;449
662935;4;63;547
952216;4;83;628
909371;3;58;441
980227;4;63;559
587587;4;83;479
756853;3;70;500
926280;3;52;551
738129;3;52;405
807871;3;65;781
319040;3;25;739
174591;2;50;509
791517;3;83;484
240318;3;75;561
622037;2;45;658
128616;3;68;606
796027;3;54;437
734131;4;70;712
791599;2;52;565
385831;2;40;618
802117;2;53;623
590614;2;47;567
373311;3;58;419
943617;2;43;495
829555;3;65;647
284027;2;47;521
359801;3;70;561
226360;4;44;574
877505;4;77;737
295660;3;52;558
422981;4;54;550
540907;4;56;442
360037;3;40;481
676159;3;68;471
639530;3;20;787
698672;2;50;507
464488;4;60;719
858944;4;79;794
183338;2;35;462
497997;3;43;652
326465;3;83;727
599066;4;79;584
349384;3;58;448
135659;2;30;480
870494;3;50;706
363959;4;65;374
446223;3;47;686
321460;3;46;549
382194;4;67;566
207770;4;54;593
545028;3;54;607
313705;4;70;613
626581;3;60;618
586059;3;57;765
825722;2;63;500
665080;3;50;797
831184;4;84;794
963666;3;65;810
517244;3;67;547
690827;3;57;702
304649;3;30;528
795347;4;63;780
736831;4;50;587
375469;3;52;498
688547;3;30;403
729688;2;47;581
715040;3;72;436
830619;1;65;779
879756;4;67;542
296229;3;56;595
383592;3;35;876
838473;4;50;578
867675;4;54;555
646590;2;53;522
880872;2;50;472
990846;4;53;550
367739;3;54;619
817459;3;40;558
158009;3;70;583
954593;4;79;566
375143;3;52;618
896296;4;79;493
138625;3;63;754
394151;4;40;594
772093;2;57;508
827238;4;65;515
523638;3;86;535
328978;4;65;673
424947;3;53;679
607331;3;53;475
276976;3;65;702
166702;4;20;795
970953;4;68;554
770325;3;63;598
929018;4;50;434
699818;3;60;707
625242;4;50;540
283852;3;50;593
882070;2;57;653
138103;3;53;702
106207;4;72;510
494502;4;67;461
601346;2;47;658
574900;3;53;656
145422;3;68;580
441709;2;53;573
504998;4;65;555
710889;3;65;552
913412;4;52;372
643255;2;70;751
812581;3;54;644
506930;4;10;787
133866;2;52;437
426350;3;53;550
601022;3;56;525
286362;3;50;544
687661;3;65;761
904761;2;20;874
780254;3;80;479
614888;3;50;591
508676;3;60;733
378700;4;65;595
568163;4;83;708
288204;3;20;354
781944;3;30;544
867785;1;50;778
988340;4;30;646
479937;3;50;555
584207;1;47;437
863329;3;83;662
393820;3;56;493
263170;2;50;669
752318;2;30;786
899727;2;65;522
542460;2;65;793
555328;4;83;643
788551;4;68;559
418003;4;81;625
138448;3;73;651
663724;3;83;577
730845;3;47;664
936678;4;47;386
703349;3;58;356
843643;3;81;612
473140;4;48;525
721068;3;53;735
558970;4;70;457
501113;3;47;621
578890;4;87;661
728667;3;52;631
687345;3;70;610
891960;2;30;615
343464;3;54;416
399885;4;45;728
621699;4;81;637
994777;4;67;676
959316;4;68;603
367827;3;47;716
681126;1;30;462
470357;2;53;592
292231;4;54;503
131045;4;72;577
129483;3;68;628
443642;3;30;929
855176;3;81;649
781337;3;57;788
464322;3;50;569
329604;1;57;846
425129;1;53;767
774476;4;77;589
645574;4;77;634
383833;4;50;661
489012;4;48;515
621062;3;20;728
179589;4;65;477
896783;2;10;836
722696;3;65;739
484830;1;20;836
202829;4;54;566
464058;2;40;694
667732;4;40;792
403747;2;35;428
866534;3;81;701
954671;2;45;587
742679;3;70;502
614995;4;72;643
338355;4;68;582
111343;2;65;654
897087;2;20;517
285256;2;43;577
565244;4;79;724
189616;2;47;632
996118;2;53;676
784470;4;56;519
600201;3;48;464
136533;3;40;649
470192;4;63;393
936022;4;20;347
956687;2;40;620
660996;4;80;477
530826;3;70;722
883734;2;53;627
821400;4;83;551
686171;2;30;747
283025;3;25;670
442864;2;57;646
960956;4;83;688
259579;2;50;553
451438;3;68;734
632303;3;20;878
715260;4;67;609
492084;1;10;453
161822;3;40;530
704732;3;48;518
275485;3;60;674
154040;4;70;529
386555;3;45;679
147597;4;62;587
243145;3;47;531
781726;4;84;737
441003;2;50;398
674866;3;50;630
159809;4;79;561
499718;3;47;524
301044;2;53;897
175667;3;79;713
524958;3;50;704
547581;2;47;397
213216;3;47;607
719378;4;70;631
632021;4;72;420
790127;3;67;573
701387;2;60;447
207939;3;80;721
912684;2;30;359
251377;2;57;530
637562;3;10;808
915353;5;68;435
338135;3;70;650
722892;3;52;498
252796;3;57;466
823005;3;40;486
157902;4;68;595
901792;3;60;659
406498;2;30;623
123969;2;30;830
846115;2;47;764
535102;3;63;618
712449;4;50;609
967443;3;30;814
131296;3;65;610
454640;4;81;531
699510;4;52;497
412394;3;73;758
124754;3;25;718
503822;3;86;725
491185;3;30;766
886598;2;50;543
836315;1;50;818
514780;3;60;731
385962;4;60;629
232452;2;35;647
722091;3;73;700
308214;2;73;775
363507;4;80;736
852209;3;79;532
157395;1;40;429
566809;4;65;609
384479;3;70;706
924246;3;43;595
305304;4;65;771
371085;3;50;438
284788;3;60;617
947034;3;46;568
769111;4;60;523
786877;3;43;659
189579;3;50;530
524828;4;83;749
246950;4;55;647
247095;3;50;630
725411;3;79;686
753075;2;47;636
845074;3;54;468
843749;2;30;664
365364;3;63;692
809390;3;70;561
426653;3;35;705
789346;4;77;630
427872;2;45;619
721251;3;20;496
580101;3;53;547
304135;2;10;892
228649;4;68;640
460929;3;77;763
538351;4;84;630
266133;2;43;744
855637;3;79;556
179771;3;50;594
324981;2;10;893
937918;3;65;771
942955;3;35;648
981382;3;76;723
692265;4;76;610
311533;3;52;476
556168;2;10;778
200262;3;53;635
406257;3;52;407
547555;3;50;637
962359;3;47;709
796150;3;84;768
860021;4;60;837
364694;2;53;520
927078;4;80;769
458427;3;56;488
300918;2;47;548
774570;3;65;676
245744;3;80;711
786307;3;35;527
690891;3;63;617
640281;4;52;585
412558;4;81;690
166846;2;50;608
210635;3;68;522
182746;3;30;776
853122;4;67;567
131455;4;80;761
435508;4;72;670
456922;3;52;602
965356;3;60;828
934992;3;35;718
503291;2;40;597
129946;4;65;604
881291;2;43;669
207952;3;52;463
555599;4;43;728
930538;3;58;574
190958;3;68;765
837056;3;83;655
988602;3;54;650
956735;2;70;636
148860;3;63;625
189552;2;53;795
569814;2;53;796
686937;4;67;563
537476;4;77;647
663494;4;80;823
134731;3;57;511
410312;3;79;696
555838;3;68;516
699513;2;43;551
772767;3;54;445
330380;3;63;516
587911;2;30;383
270331;2;60;672
621499;1;43;777
301065;2;47;886
190057;3;60;871
782089;4;63;455
869965;3;65;576
411646;4;77;651
552042;3;65;502
510182;4;63;576
957434;3;83;821
192498;4;81;590
633271;3;63;530
432568;3;73;630
944384;3;50;492
526234;4;40;568
547387;4;80;645
334559;4;48;407
147586;4;30;562
826310;2;50;785
249637;3;52;425
625647;3;50;538
606606;3;50;580
210078;3;70;647
814627;2;30;746
909347;4;60;596
226424;2;50;620
476833;4;30;447
387133;3;35;611
619255;2;50;405
730124;3;50;585
223042;3;67;690
211933;3;52;547
845013;2;35;390
320140;3;52;537
728886;2;40;606
873361;3;57;718
165584;3;79;577
718667;4;30;497
455173;3;47;597
173785;4;58;624
364122;3;54;556
147200;2;35;819
503965;3;68;631
709155;4;70;595
435404;2;35;754
428360;3;63;561
809048;2;63;577
643631;4;79;547
388664;3;35;870
812716;3;50;479
597495;3;35;383
647099;2;47;636
898314;2;35;555
488344;2;53;689
310900;3;63;395
197557;3;60;570
231974;4;81;543
331985;4;79;636
543760;1;30;606
439416;3;63;502
290630;3;63;708
842576;2;35;772
812134;3;50;714
241211;4;63;605
228908;3;52;664
243743;1;47;618
425766;3;50;458
743016;3;35;539
342897;3;43;644
373457;4;30;358
905135;3;54;641
292534;2;50;465
204345;1;40;541
460136;2;53;687
303855;3;30;747
474601;4;79;617
816385;2;20;310
911086;2;20;464
552465;4;68;579
837375;3;54;453
746200;3;83;503
629218;3;68;640
882830;4;52;430
864137;4;48;625
243973;3;35;508
432933;1;20;440
185730;4;73;630
329341;2;35;658
577523;2;43;820
193404;3;65;500
232817;4;65;598
400384;4;53;670
814024;1;35;740
229018;3;60;769
282564;3;56;522
267358;4;70;477
389186;2;47;558
856977;4;43;738
196427;3;30;599
970345;4;70;771
269883;4;79;659
391503;4;68;547
830121;4;35;430
829973;4;54;421
588692;2;47;560
964246;1;30;803
269550;4;35;857
727369;4;70;634
786269;2;47;691
614688;3;35;502
892791;2;57;774
580624;2;53;633
274064;3;47;813
545292;4;79;664
875222;2;53;508
792960;2;53;660
381556;4;83;698
528460;3;40;729
541218;2;30;897
522827;4;60;628
116132;3;30;930
132685;3;70;826
678531;2;35;584
502591;4;30;643
753082;2;52;647
873096;4;46;662
818950;4;54;394
861156;3;30;733
294502;3;68;755
546432;3;50;457
699369;3;57;630
351069;3;35;601
149381;3;50;558
309898;3;30;776
461709;4;80;687
174458;3;52;568
825863;3;47;618
111640;4;40;776
744157;3;79;427
913778;4;81;749
934928;2;43;576
140420;4;63;646
803616;4;67;679
404362;4;65;779
820734;2;57;425
694995;2;25;767
755164;3;48;472
684229;3;35;464
200133;2;30;418
785108;3;68;593
489114;3;48;484
450421;3;20;556
224668;2;63;646
858761;2;20;351
525102;3;65;708
661132;4;80;469
377110;3;43;657
806981;3;65;674
634389;4;10;943
779021;1;30;559
106381;2;53;674
561481;3;63;699
104700;3;60;697
419921;3;81;759
440988;3;60;645
912487;3;53;528
829651;3;79;703
364331;2;50;650
799429;1;53;612
286705;4;52;486
452520;3;65;766
624801;2;50;850
403724;2;47;584
224640;2;57;738
808274;3;80;674
149787;3;68;473
217443;4;77;669
600988;2;47;606
138067;4;20;481
996914;4;50;506
477075;3;63;621
438078;3;72;618
452238;4;30;552
939907;1;30;835
513933;3;56;489
173972;2;65;602
638915;3;68;531
947225;3;65;489
519896;4;72;591
190797;3;52;515
191910;3;63;626
869161;3;63;577
164158;1;40;763
554765;3;72;539
657241;3;77;652
521393;4;10;608
142600;4;68;375
698137;3;68;731
849746;1;20;306
718309;2;10;547
550448;3;62;526
798725;3;65;623
297054;3;40;547
469569;3;50;700
402834;3;65;649
316920;3;50;674
382727;2;30;410
544150;4;65;589
890338;3;86;732
340921;4;57;612
390201;4;57;507
911525;4;60;653
177272;4;30;608
228426;3;35;789
377687;4;63;518
865481;3;46;638
474182;4;65;709
596386;3;30;357
646250;3;43;764
165908;2;43;647
194481;2;60;556
813954;4;25;902
892019;4;10;704
807333;3;72;659
184408;4;65;558
471051;2;65;544
603529;2;47;738
242715;2;53;608
350993;3;56;590
628763;4;54;638
420249;4;84;581
845697;3;20;668
158595;4;40;493
520089;3;40;670
133414;3;60;563
685729;4;79;633
144427;4;81;772
756677;3;48;440
216483;3;30;767
502989;3;48;493
577339;5;68;459
266315;4;40;861
128336;2;55;734
993807;3;50;484
516667;3;40;581
860593;3;48;541
119095;3;50;572
999174;3;63;638
966756;4;63;740
188501;4;81;600
340095;2;50;812
674061;2;60;844
378188;1;40;622
293052;2;40;513
915373;3;80;653
514143;2;52;506
473530;3;50;659
297059;3;58;561
996488;2;56;501
506307;4;80;628
989805;3;48;638
326083;3;53;546
809070;3;68;625
920902;3;54;536
680385;3;63;641
130168;4;80;775
442758;3;52;599
320757;3;65;851
348876;3;54;473
660117;3;47;594
996855;4;43;500
567060;5;50;490
346863;3;81;718
959028;3;25;594
496012;3;65;594
331001;3;50;441
621057;4;30;555
851604;4;53;871
938900;2;50;352
671103;2;25;745
395512;3;73;516
412118;4;67;518
143190;4;54;527
964701;3;50;616
201634;3;58;477
103032;3;54;579
530909;3;58;584
648604;2;47;771
146885;1;20;428
636087;2;20;440
823936;3;52;423
808228;4;68;563
434509;3;50;444
616938;4;77;646
840355;3;60;568
593118;4;77;723
301619;3;30;628
244979;3;58;596
345202;2;47;747
192932;4;50;486
990336;4;50;415
221852;4;30;286
394351;2;63;608
763941;4;30;823
955551;3;35;697
539560;4;80;827
821913;3;43;506
862527;4;68;776
811107;3;53;871
617237;4;80;745
168362;3;48;622
635705;2;50;544
738544;3;60;534
746586;4;50;529
609527;4;62;574
358316;3;58;570
346949;3;52;506
888550;4;52;474
355789;3;47;764
755602;4;52;436
459339;3;65;619
771164;4;30;880
157450;3;53;674
598488;4;83;831
665936;4;53;638
364068;4;30;704
422184;4;60;642
132693;4;81;747
536909;3;63;610
468972;2;40;799
699952;2;54;590
746541;2;35;659
851535;3;70;637
975468;3;68;650
910485;3;50;660
509330;3;70;772
208689;3;57;732
460892;1;30;434
594014;4;63;597
384727;1;50;508
391380;3;57;536
253216;4;65;621
308975;2;63;582
609365;3;45;475
668651;3;30;741
654073;2;57;648
874510;4;83;509
414315;3;70;509
650478;4;70;642
368580;4;63;549
715746;3;40;553
627533;3;50;463
520611;2;65;447
477623;4;50;510
971374;3;70;823
917164;3;55;684
733430;4;67;583
550011;2;47;691
256909;3;40;605
888092;3;35;412
473481;3;68;656
299068;3;57;589
399156;3;58;674
809447;2;47;524
745056;2;25;765
315966;1;10;869
674815;4;10;820
398717;3;20;346
591497;3;50;749
157981;3;53;715
246464;1;57;764
352538;3;68;717
884972;2;50;631
192824;3;68;794
684479;3;35;560
985150;4;56;508
991325;4;68;589
627647;3;50;369
435246;4;52;411
318041;2;40;706
293199;3;60;629
289660;2;47;578
823484;4;65;637
491799;4;50;563
245378;4;67;504
585155;2;52;573
700589;3;68;665
394899;2;50;693
856578;2;25;611
756420;1;50;742
459881;1;20;499
336802;4;63;676
298221;3;47;600
109315;3;43;717
705623;4;67;544
291911;2;47;658
952343;3;70;516
154489;3;63;665
410051;3;46;481
233616;3;48;529
186539;4;65;638
793614;4;63;641
587022;3;63;630
653352;2;70;676
435468;4;65;482
949026;2;20;894
314719;3;68;682
729545;3;25;726
358244;2;52;476
525763;3;43;831
918249;3;65;550
311642;2;68;646
969662;3;53;814
634336;3;50;667
351599;3;40;568
532944;4;47;630
824413;2;43;680
769142;2;20;537
850759;3;52;544
557045;3;50;453
283707;3;65;607
527652;3;47;567
477620;3;65;670
441206;3;65;712
876064;3;48;559
422627;1;47;588
606261;1;10;850
711135;4;65;763
764868;4;65;552
600851;3;53;667
847736;2;50;627
733578;4;80;644
936468;4;43;619
973237;4;47;643
573316;3;58;631
237034;3;70;514
740242;3;35;854
222514;4;43;599
590314;3;35;671
925052;3;68;902
332183;4;57;493
150968;3;50;593
464558;3;83;711
290904;4;50;520
752867;2;30;857
980403;2;65;651
744646;2;68;844
496530;3;67;602
556723;3;60;640
815616;2;47;547
372852;3;30;889
617592;4;81;629
437713;3;35;618
664983;3;60;519
474836;3;50;595
651587;3;72;616
446862;4;43;731
359329;2;35;373
902189;3;48;549
210150;2;40;937
781263;2;50;800
295566;3;47;502
612764;3;68;562
228831;3;62;464
454246;3;79;680
153851;2;57;637
516020;2;30;526
288438;2;40;795
396607;3;70;438
682925;4;76;597
607598;3;10;384
717047;3;67;530
924647;2;57;628
900169;1;20;803
817629;1;20;393
394706;3;40;908
912587;4;10;341
280172;4;47;679
288894;1;25;539
753532;4;77;694
942089;3;40;671
870150;3;58;501
607637;4;70;465
402915;3;50;720
173593;3;30;578
411952;3;84;728
482908;1;20;404
790528;4;20;374
706540;4;54;472
100192;3;63;599
573545;2;35;559
443578;3;70;543
966255;3;43;522
553260;3;70;570
942179;4;73;670
795247;2;47;610
955714;3;40;562
422537;3;45;744
480617;4;52;684
824702;3;56;464
759809;1;50;481
552667;3;52;493
371371;2;60;661
466656;4;53;516
363098;3;52;385
677690;4;68;556
261831;1;10;386
798513;1;53;701
882289;2;60;389
524186;3;57;780
286410;4;35;661
105820;3;50;486
522332;2;20;280
312634;4;60;524
503279;3;48;655
200071;4;50;676
515562;2;47;842
811371;2;30;586
390194;2;50;594
555882;2;30;469
903126;4;84;622
442549;3;48;675
288224;3;68;546
933940;3;43;614
501085;2;60;596
682721;3;68;588
123061;1;30;943
790222;2;53;790
517215;4;46;606
150912;4;40;534
730412;4;20;923
855318;2;65;636
582405;1;47;584
376375;3;25;640
893661;4;83;452
206785;1;20;772
654810;3;56;561
757876;4;81;745
252251;2;54;532
168591;2;10;614
722850;4;52;399
459194;4;30;673
827444;4;48;495
699205;4;70;600
911193;3;68;569
363362;2;35;626
412364;3;68;570
166773;4;65;451
323820;4;30;713
460621;1;57;664
120004;3;63;657
275916;3;40;624
994607;4;83;718
319367;3;60;577
402360;3;25;563
489142;3;25;625
700463;3;47;702
640748;3;50;616
825584;3;50;599
491601;3;47;655
223541;4;40;646
155513;3;20;614
654802;2;45;594
277091;4;53;497
664492;2;60;786
101928;3;60;637
220561;4;48;521
565947;4;30;565
923481;1;30;326
224794;3;80;588
780990;4;63;706
415572;3;58;611
652204;3;35;938
910421;4;10;543
196872;3;63;543
181981;3;35;574
498182;4;68;655
330658;4;80;565
676232;4;84;679
467276;4;68;475
344397;3;57;695
506857;4;20;587
383108;3;35;590
621451;3;35;418
895734;3;67;517
575589;3;68;684
942484;3;47;607
715119;2;20;894
868896;4;52;492
